Year,Flag,Lat,Lon,BSH,CCL,FAL,OCS,SEPN,SKH,SPL,SPN,SPZ,THR
1993,ECU,3.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,3.5,-77.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,4.5,-85.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,4.5,-83.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,4.5,-82.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,4.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,4.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,4.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,4.5,-77.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,5.5,-82.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,5.5,-80.5,0,0,0,0,6.35,0,0,0,0,0
1993,ECU,5.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,5.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,5.5,-77.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,6.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,6.5,-77.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,7.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,7.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,7.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,3.5,-86.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,3.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,4.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,4.5,-77.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,7.5,-125.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,7.5,-124.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,8.5,-125.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,8.5,-124.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,8.5,-123.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,9.5,-123.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,9.5,-121.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,10.5,-125.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,10.5,-123.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,10.5,-122.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,10.5,-121.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,10.5,-120.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,10.5,-114.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,10.5,-113.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,10.5,-89.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,11.5,-120.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,12.5,-107.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,12.5,-105.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,17.5,-102.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,18.5,-110.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,18.5,-105.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,18.5,-104.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,19.5,-110.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,19.5,-106.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,19.5,-105.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,19.5,-104.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,20.5,-110.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,20.5,-106.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,20.5,-105.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,21.5,-107.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,21.5,-106.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,22.5,-107.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,22.5,-106.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,23.5,-112.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,23.5,-111.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,23.5,-108.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,23.5,-107.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,23.5,-106.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,24.5,-108.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,25.5,-109.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,25.5,-108.5,0,0,0,0,0,0,0,0,0,0
1993,Other,3.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,Other,3.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,Other,3.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,Other,4.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,Other,4.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,Other,4.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,Other,5.5,-82.5,0,0,0,0,0,0,0,0,0,0
1993,Other,5.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,Other,5.5,-80.5,0,0,0,0,0,0,0,0,0,0
1993,Other,5.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,Other,5.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,Other,6.5,-82.5,0,0,0,0,0,0,0,0,0,0
1993,Other,7.5,-82.5,0,0,0,0,0,0,0,0,0,0
1993,Other,7.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,Other,7.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,USA,3.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,USA,4.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,USA,4.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,USA,5.5,-77.5,0,0,0,0,0,0,0,0,0,0
1993,USA,6.5,-89.5,0,0,0,0,0,0,0,0,0,0
1993,USA,6.5,-88.5,0,0,0,0,0,0,0,0,0,0
1993,USA,7.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,0.5,-94.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,0.5,-93.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,1.5,-94.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,2.5,-94.5,0,0,0,0,0,0.9,0,0,0,0
1993,VEN,2.5,-93.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,2.5,-86.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,3.5,-94.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,3.5,-91.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,4.5,-84.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,5.5,-87.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,5.5,-85.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,5.5,-84.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,5.5,-83.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,6.5,-91.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,6.5,-90.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,6.5,-89.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,6.5,-88.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,6.5,-87.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,6.5,-80.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,7.5,-125.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,7.5,-116.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,7.5,-92.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,7.5,-91.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,7.5,-90.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,7.5,-88.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,7.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,7.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-125.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-124.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-123.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-118.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-111.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-110.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-105.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-93.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-92.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-91.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-90.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-89.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-88.5,0,0,0,0,18.14,0,0,0,0,0
1993,VEN,8.5,-87.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-85.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-124.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-123.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-122.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-121.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-120.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-119.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-115.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-93.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-92.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-91.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-90.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-89.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-88.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-85.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-84.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,10.5,-123.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,10.5,-120.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,10.5,-119.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,10.5,-109.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,10.5,-104.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,10.5,-94.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,10.5,-93.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,10.5,-92.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,10.5,-91.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,10.5,-90.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,10.5,-86.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,11.5,-116.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,11.5,-107.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,11.5,-105.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,11.5,-104.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,11.5,-103.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,11.5,-93.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,11.5,-92.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,12.5,-106.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,12.5,-105.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,12.5,-104.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,13.5,-105.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,0.5,-97.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,0.5,-94.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,0.5,-83.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,1.5,-96.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,1.5,-95.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,1.5,-94.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,1.5,-92.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,2.5,-97.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,2.5,-94.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,2.5,-93.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,2.5,-92.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,2.5,-91.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,2.5,-88.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,2.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,2.5,-80.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,3.5,-88.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,3.5,-86.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,3.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,3.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,3.5,-77.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,4.5,-85.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,4.5,-84.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,4.5,-80.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,4.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,4.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,4.5,-77.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,5.5,-95.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,5.5,-92.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,5.5,-84.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,5.5,-83.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,6.5,-91.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,6.5,-89.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,6.5,-88.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,6.5,-83.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,7.5,-96.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,7.5,-92.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,7.5,-91.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,7.5,-90.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,7.5,-89.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,7.5,-83.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,7.5,-82.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,7.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,7.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,8.5,-92.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,8.5,-90.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,8.5,-89.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,8.5,-88.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,9.5,-92.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,9.5,-90.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,10.5,-94.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,10.5,-93.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,10.5,-92.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,10.5,-91.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,10.5,-90.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,11.5,-94.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,11.5,-93.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,11.5,-92.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,11.5,-91.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,11.5,-90.5,0,0,0,0,0,0,0,0,0,0
1993,VUT,12.5,-90.5,0,0,0,0,0,0,0,0,0,0
1993,COL,2.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,COL,3.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,COL,3.5,-77.5,0,0,0,0,0,0,0,0,0,0
1993,COL,4.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,COL,4.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,COL,5.5,-82.5,0,0,0,0,0,0,0,0,0,0
1993,COL,5.5,-80.5,0,0,0,0,0,0,0,0,0,0
1993,COL,5.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,COL,5.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,COL,6.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,COL,7.5,-80.5,0,0,0,0,0,0,0,0,0,0
1993,COL,7.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,-3.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,-3.5,-80.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,-2.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,-2.5,-80.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,-1.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,-0.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,1.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,1.5,-80.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,1.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,2.5,-84.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,2.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,2.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,2.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,3.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,3.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,3.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,4.5,-83.5,0,0,0,0,0,0.9,0,0,0,0
1993,ECU,4.5,-82.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,4.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,4.5,-80.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,4.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,4.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,4.5,-77.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,5.5,-83.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,5.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,5.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,ECU,5.5,-77.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,2.5,-82.5,0,0,1.81,0,0,0,0,0,0,0
1993,MEX,7.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,8.5,-123.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,9.5,-125.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,9.5,-124.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,9.5,-123.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,9.5,-122.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,10.5,-128.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,10.5,-127.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,10.5,-124.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,10.5,-123.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,10.5,-122.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,10.5,-121.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,11.5,-128.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,11.5,-124.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,11.5,-123.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,11.5,-122.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,11.5,-121.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,11.5,-120.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,12.5,-125.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,12.5,-123.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,12.5,-122.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,12.5,-121.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,12.5,-120.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,16.5,-100.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,17.5,-111.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,17.5,-110.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,18.5,-114.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,18.5,-111.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,18.5,-110.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,19.5,-111.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,19.5,-110.5,0,0,0.9,0,0,0,0,0,0,0
1993,MEX,23.5,-112.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,23.5,-111.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,23.5,-109.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,24.5,-112.5,0,0,0,0,0,0,0,0,0,0
1993,MEX,25.5,-112.5,0,0,0,0,0,0,0,0,0,0
1993,Other,-3.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,Other,-2.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,Other,-2.5,-80.5,0,0,0,0,0,0,0,0,0,0
1993,Other,-1.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,Other,1.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,Other,1.5,-80.5,0,0,0,0,0,0,0,0,0,0
1993,Other,2.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,Other,3.5,-80.5,0,0,0,0,0,0,0,0,0,0
1993,Other,3.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,Other,3.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,Other,4.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,Other,4.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,Other,7.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,PAN,8.5,-124.5,0,0,0,0,0,0,0,0,0,0
1993,PAN,8.5,-123.5,0,0,0,0,0,0,0,0,0,0
1993,PAN,9.5,-125.5,0,0,0,0,0,0,0,0,0,0
1993,PAN,9.5,-124.5,0,0,0,0,0,0,0,0,0,0
1993,PAN,9.5,-122.5,0,0,0,0,0,0,0,0,0,0
1993,PAN,9.5,-121.5,0,0,0,0,0,0,0,0,0,0
1993,PAN,10.5,-125.5,0,0,0,0,0,0,0,0,0,0
1993,PAN,10.5,-124.5,0,0,0,0,0,0,0,0,0,0
1993,PAN,10.5,-123.5,0,0,0,0,0,0,0,0,0,0
1993,PAN,10.5,-122.5,0,0,0,0,0,0,0,0,0,0
1993,PAN,10.5,-121.5,0,0,0,0,0,0,0,0,0,0
1993,PAN,10.5,-119.5,0,0,0,0,0,0,0,0,0,0
1993,PAN,11.5,-125.5,0,0,0,0,0,0,0,0,0,0
1993,PAN,11.5,-123.5,0,0,0,0,0,0,0,0,0,0
1993,PAN,11.5,-121.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,0.5,-88.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,0.5,-87.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,0.5,-86.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,0.5,-84.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,1.5,-89.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,1.5,-88.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,1.5,-87.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,1.5,-86.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,1.5,-85.5,0,0,0,0,1.81,0,0,0,0,0
1993,VEN,1.5,-84.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,2.5,-89.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,2.5,-88.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,2.5,-87.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,2.5,-79.5,0,0,0,0,7.25,0,0,0,0,0
1993,VEN,3.5,-97.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,3.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,3.5,-78.5,0,0,4.08,0,2.99,0,0,0,0,0
1993,VEN,4.5,-87.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,4.5,-78.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,5.5,-85.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,5.5,-84.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,6.5,-91.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,6.5,-85.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,6.5,-84.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,6.5,-83.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,6.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,7.5,-102.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,7.5,-97.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,7.5,-96.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,7.5,-95.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,7.5,-93.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,7.5,-89.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,7.5,-82.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,7.5,-81.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,7.5,-80.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,7.5,-79.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-124.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-123.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-103.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-90.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-89.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,8.5,-88.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-131.5,0,0,0,0,0,2.72,0,0,0,0
1993,VEN,9.5,-128.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-127.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-124.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-123.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-122.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-121.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-120.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-119.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-91.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-90.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-87.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-86.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,9.5,-85.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,10.5,-127.5,0,0,0,0,0,0,0,0,0,0
1993,VEN,10.5,-126.5,0,0,0,0,0,0.9,0,0,0,0
